Name,Elevation (m),lat,lon
Hochstall,2466,47.0065832,11.7121959
Munt Baselgia,2682,46.7125306,10.1241402
Unknown,2348,46.7735373,12.3720469
Unknown,2289,46.7773749,12.392522
II. Pilastro,2820,46.5373107,12.0587132
Punta Marietta,2973,46.5397751,12.0568399
2° Torrione di Pomedes,2767,46.5428381,12.0748665
Unknown,2545,47.2267502,11.6731823
Müllachgeier,2254,47.2675196,12.0988393
Scheidstöckli,2810,46.8775729,9.0263928
Nüschenstock,2893,46.868508,9.0182461
Vorstegstock,2678,46.8840156,9.02695
Rüchi,2849,46.8728518,9.0181149
Unknown,2320,46.5455188,11.9904329
Rüggele,2270,47.199351,10.2142773
Lärchspitze,2393,47.2239685,10.2306531
Metzen,2583,47.2260813,11.086095
Schartenkogel,2602,47.2331569,11.070174
Brechten,2419,47.2432518,11.1321924
Hausleger,2237,47.2358903,11.1089734
Croda de r'Ancona,2367,46.6141115,12.1178014
Unknown,2304,47.3049788,10.3125906
Kleine Sulzspitz,2741,47.0884834,10.2381171
Große Sulzspitz,2853,47.0845184,10.2361283
Pitla Piza de Puez,2725,46.5931817,11.8246246
Tälispitze,2616,47.0283047,10.0620498
Oberreintalturm,2014,47.4028245,11.104952
Heustock,2384,47.0341508,9.1337869
Chli Höch,2400,47.0307838,9.1375858
Breitchamm,2359,47.0174347,9.1446754
Güntelchamm,2319,47.012391,9.1469714
Rossstall,2456,46.9871512,9.4010391
Hochburtschakopf,2684,47.0832118,10.0785746
Piz Sardona,3056,46.9229503,9.2514866
Saurüssel - Grugno di Porco,2727,46.5793154,10.6671497
Schwarzkopf - Cima Nera,3002,46.8129803,10.6359477
Tiergartenspitze - Monte del Parco,3068,46.8107022,10.6402594
Ultner Spitz,2370,46.5379503,11.087889
Mannskopf,2340,47.2732686,11.9602334
Rotebenkogel - Cima del Piano Rosso,3157,46.8021187,10.6701582
Umgangkopf,2701,47.1453591,10.8203105
Großer Gamsstein,2142,47.2822305,11.747669
Metzen,2355,47.2507598,11.7462499
Pfaffenbichl,2431,47.2422693,11.7551907
Wetterkreuz,2337,47.2692364,11.7367604
Gipfel,2445,47.24382,11.8010275
Marchkopf,2499,47.2512419,11.8060959
Jöchlegg,2107,47.1893806,11.1350524
Monte Tudaio,2141,46.519656,12.4968935
Colle della Crodata,2313,46.6540127,12.4856561
Angerlekopf - Monte Angerli,2817,46.7843439,10.5896596
Marchegg,2294,46.8210884,10.6155987
Maserölkopf,2477,46.7728588,10.5703627
Mittagkopf,2709,46.8183455,10.6573769
Prato del Sarto,2176,46.7611637,10.5585409
Seeberkopf,2814,46.7810231,10.5954466
Steinmandkopf - La Mandola,2814,46.7553624,10.602162
Zwischenegg,2829,46.7678824,10.5943576
Campanile di San Marco,2772,46.5040595,12.2895187
Cima Arduini,2769,46.5107867,12.3358865
Torre Augusto,2716,46.516386,12.3452146
Cima dei Camosci,2675,46.5228243,12.340219
Cima Del Carro Armato,2525,46.5113786,12.3774101
Cima di Tiziano,2802,46.500219,12.300553
Cima Schiavina,2782,46.505456,12.3014937
Cima Vanedel,2797,46.500442,12.2901254
Cime di Vallonga,2740,46.5016169,12.3100892
Cime Di Valtana,2722,46.5053345,12.3280098
Croda alta di Somprade,2654,46.5278136,12.3353827
Croda Bàion,2583,46.5266492,12.3460918
Croda da Rin,2407,46.5287188,12.3501535
Croda dell'Arbel,2728,46.5190307,12.3447392
Le Selle (Est),2851,46.5128178,12.3445711
Le Selle (Ovest),2828,46.5143086,12.341068
Croda del Mescolo,2413,46.5071838,12.2858254
Monte Peronat,2408,46.5052399,12.3640912
Monte Ciastelin,2570,46.5091211,12.3749943
Monte Froppa,2840,46.5045579,12.3398763
Monte Meduce,2402,46.5178551,12.2966199
Monticello,2803,46.5025545,12.3167003
Pala di Meduce,2850,46.5011582,12.2971807
Punta Anita,2765,46.504289,12.336081
Spalla dell'Arbel,2678,46.5216726,12.3474066
Horn,2272,46.8574869,9.7213128
Schönbüel,2306,46.8557231,9.732779
Poschachkogel,2574,47.1481549,10.9743672
Unknown,3288,46.8560864,10.9726743
Unknown,3321,46.8528014,10.9759554
Sunnenbichl,2173,46.8538114,11.102035
Bocktschingel,2156,46.8638557,9.7178337
Mittagspitz,2382,46.868984,9.6849577
Schönbüel,2272,46.8726906,9.6882573
Punta Teresa,2866,46.5105805,12.3443019
Grubenkopf - Monte delle Cave,2337,46.9662752,11.4086293
Runer Köpfl - Monte di Run,2592,46.6924949,10.6506255
Unteres Kreuzjoch,2672,46.683875,10.6562927
Erzbergspitze,2536,47.1531358,10.1420731
Rosskopf,2200,47.1531424,10.1527758
Roter Turm,2147,47.1473745,10.1470609
Schwarzer Turm,2297,47.1491516,10.146657
Brennerkofel,2047,46.9874839,11.477931
Wurmkopf,2157,46.9861838,11.4718885
Mehlsack,2652,47.1806174,10.073623
Unterer Schafberg,2407,47.1849244,10.0863197
Goldknopf- Punta d'Oro- Mont de Cepëi,2248,46.5133496,11.6372367
Col dal Spiedl - Grunserbühl,2177,46.5184266,11.6368059
Mutakopf - Dosso Muta,2209,46.8643746,11.5740868
Gabels Mull,2389,46.5182779,11.5584101
Kranzer - Cranzes,2465,46.5016324,11.5947229
Kanzele,2478,46.5214724,11.5741235
Lizumer Sonnenspitze,2831,47.1535281,11.6311419
Tarntaler Köpfe,2756,47.1582386,11.6224233
Corno del Doge,2610,46.5021729,12.2505634
Tacco del Todesco,2321,46.5171184,12.3081942
Hörnle,2112,47.277023,10.001137
Chapf,2043,47.1507269,9.3910007
Aserlekopf,2283,47.3455379,10.7460888
Kleiner Schütz,2075,47.3660486,12.4616543
Dreier,2321,47.0405503,10.0349323
Mittagsjoch,2362,47.0715506,9.997743
Muntischè,2605,46.5961846,9.8987728
"Muntiscè, anticima SE",2510,46.5919438,9.9085902
Piz Cotschen,3195,46.6149086,9.8796338
Poverer Jöchl,2318,47.2404311,11.6486576
Sagspitze,2401,47.2334761,11.6508684
Kuglater Schrofen,2660,47.1716827,11.0333263
Strela,2636,46.8091138,9.7831484
Chüpfenflue,2658,46.8073416,9.7760685
Rinerhorn,2528,46.7393763,9.8142419
Weissflue,2843,46.83463,9.7947572
Sassauna,2307,47.0120357,9.6978163
Jägglisch Horn,2290,46.9365264,9.822744
Saaser Calanda,2585,46.9308147,9.8468905
Muttenstock,3089,46.8499946,9.0458599
Bündner Vorab,3028,46.8739296,9.1567183
Crap Masegn,2516,46.850372,9.1712065
Hüreli,2444,46.8208501,9.8857155
Friedrichshöhe,2717,46.9970877,11.5813653
Piz da las Trais Linguas - Dreisprachenspitze - Cima Garibaldi,2843,46.5308517,10.4530555
Sas de Pordoi,2950,46.500733,11.8079947
Cima Pezzios,2445,46.6032412,12.3779773
Cima Popera,2964,46.6276844,12.3933708
Cima d'Auronzo,2918,46.6085704,12.363722
Colle dell'Agnello,2406,46.5983682,12.3627552
Monte Giralba di Sotto,2881,46.6148515,12.388866
Punta Maria,2660,46.607251,12.3708892
Punta dell'Agnello,2724,46.6045222,12.3612254
Sasso di Selvapiana,2116,46.6246859,12.4183754
Kaiserkopf,2360,47.1730517,10.3230009
Unknown,2325,47.234477,10.3424774
Rotschrofenkopf,2440,47.2202456,10.3296123
Unknown,2632,47.189183,10.370864
Feuerspitze,2852,47.1998421,10.3686214
Geierkopf,2227,47.1663608,10.3635068
Aperriesspitze,2588,47.1739759,10.3554239
Kreuzkopf,2562,47.1759355,10.3377303
Höllenspitze,2362,47.2436084,10.2062383
Bratschenkopf,2520,47.215059,10.0222636
Rappenspitze,2472,47.2365828,10.1977876
Schäferköpfe,2416,47.2324674,10.1927686
Westliche Erlispitze,2634,47.1701933,10.2091746
Hörlemannskopf,2244,47.2290909,10.2324193
Ochsenbodenkopf,2222,47.1485949,10.1777557
Gsteinsjoch,2440,47.2123641,10.2666822
Bacher,2391,47.1586926,10.2665615
Muttekopf,2046,47.2160629,10.3140932
Hoher Kogel,2817,46.9228105,10.2409708
Schmalzgrubenkopf,2847,47.0970236,10.353433
Visnitzkopf,2745,46.9907064,10.3721371
Starkenberg,2006,47.1858619,10.5971828
Fanesklakopf,2539,47.0330733,10.1191763
Valschavieler Plattenspitze,2561,47.0329902,10.1250637
Cima Cadin Nord Est,2788,46.5787612,12.2903769
Cima Cadin Nord Ovest,2724,46.5797231,12.2835499
Cima Cadin della Neve,2752,46.5731773,12.2791553
Cima Cadin di Misurina,2670,46.5744084,12.2759963
Cima Eotvos,2825,46.5763053,12.2867227
Cima Padeon,2859,46.5851656,12.181057
Cristallo di Mezzo,3150,46.5781106,12.1960234
Cimon di Croda Liscia,2569,46.5859179,12.2957247
Col di Varda,2220,46.569412,12.2694752
Dito di Popena,2934,46.5786543,12.2111195
Guglie di Val Popena Alta,2564,46.5813693,12.2210175
Monte Cristallino di Misurina,2768,46.5906362,12.2217791
Monte Popena,2224,46.5852385,12.2439066
Piz Popena,3153,46.5763922,12.20728
Punta Michele,2890,46.582022,12.2141029
Torre Siorpaes,2556,46.5866819,12.3001111
Torre del Diavolo,2596,46.5804097,12.2811283
Vecio del Forame,2863,46.5867066,12.1780891
Haidenspitze,2975,47.1722337,11.0673693
Hinterer Mittertalkopf,2640,47.1889828,10.9801488
Hochwanner,2488,47.201515,10.9929945
Maningkogel,2894,47.1913718,10.9597786
Plenderlesseekopf,2590,47.2057311,11.0440748
Roter Kogel,2827,47.1850898,10.9757297
Rotkogel,2745,47.1882492,11.0747102
Räuhengrat,2814,47.1854991,11.076373
Schöllekogel,2902,47.184352,11.0445397
Vordere Mittertalkopf,2528,47.193089,10.9833977
Wechnerkogel,2954,47.1837416,10.9609056
Windegg,2801,47.1975761,11.0474127
Piz Mundin,3146,46.925365,10.430681
Schaftälispitz,2819,46.9968583,10.1566865
Ternegg,2422,46.7826672,12.3013183
Unknown,2441,46.784278,12.3068447
Gail,2494,46.8264666,12.2958483
Großer Heimwald,2755,46.843481,12.2959485
Schöntalspitze - Cima di Valbella,2635,46.689596,12.4532693
Nospitz,2091,47.0931366,9.5981153
Piz Mon,2982,46.8474822,10.1319353
Piz Ciavazes,2828,46.5115936,11.7849039
Mot Mezdi,2492,46.7027893,10.3348175
Mot dal Gajer,2797,46.694469,10.3310213
Mot Radond,2492,46.6538101,10.355085
Pfeifholderspitz - Cima della Pipa,2862,46.9420473,11.7429882
Bettlerspitze,2272,47.2118046,9.9713962
Feuerstein,2271,47.2293626,10.0105873
Formarin-Rothorn,2481,47.1825025,9.9795899
Gadnerköpfle,2271,47.2064329,9.9846547
Hirschenspitze,2501,47.2012275,10.0132469
Hutlaspitze,2034,47.2172871,9.9664504
Jungfernspitze,2212,47.1924158,9.9777937
Löffelspitze,2563,47.2228247,10.0492838
Matonakopf,2019,47.2219512,9.968693
Madratsch,2287,47.191616,9.9687456
Orgelspitze,2592,47.2280214,10.0514919
Rothorn,2357,47.1909338,9.9932134
Schwarze Wand,2524,47.2038989,10.0145414
Schönbühel,2152,47.1930573,10.0126911
Westlicher Johanneskopf,2573,47.2103012,10.0220648
Östlicher Johanneskopf,2508,47.208846,10.0309741
Innerer Älpelekopf,2122,47.134234,9.6415096
Scheienkopf,2159,47.128281,9.6359672
Äußerer Älpelekopf,2063,47.1405536,9.6531183
Taitschroi - Cima Tedesca,3138,46.5725187,10.6545797
Schönverwallkopf,2742,47.0248422,10.1701588
Vollandspitze,2928,47.0187532,10.1764874
Mitterspitz,2870,47.0229488,10.1759054
Giampspitze,2533,47.0321936,10.0913608
"Partenkirchner Dreitorspitze, Mittelgipfel",2622,47.4081217,11.1239416
"Partenkirchner Dreitorspitze, Nordostgipfel",2626,47.4091248,11.1256736
Östliche Törlspitze,2444,47.4127386,11.1353612
Nenzigastkopf,2515,47.0966641,10.0819422
Glattingrat,2273,47.1046183,10.0836734
Rotbachlspitze - Croda Rossa,2897,46.9955012,11.6885317
Schijenzahn,2372,47.0078034,9.8687831
Piz Ridl - Col da la Dodesc,2108,46.5581918,11.6539529
Unknown,3010,46.9965368,10.9288353
Piz Sursass,2909,46.7334338,10.1766225
Piz Nuna,3124,46.7233432,10.154572
Westliche Floitenspitze - Cima di Floite Ovest,3195,47.0204323,11.8951866
Seekopf,3061,47.0450843,10.2674807
Hochwart,2454,46.7322972,11.1418951
Pfitschkopf,2120,46.727395,11.1547168
Unterer Hochwart,2393,46.7328204,11.1458327
Kühwiesenkopf - Monte Prà della Vacca,2140,46.716222,12.066858
Hühnerspiel - Cima Specola,2136,46.8341783,12.0191959
Zinsnock - La Cima,2528,46.8601355,12.038236
Windeggerspitze,2331,47.099617,9.6864201
Blankuskopf,2334,47.0923197,9.6792775
Schmugglerkopf,3012,46.8672119,10.6881847
Höfats Ostgipfel,2258,47.3661458,10.350553
Sarotlaspitzen,2563,47.0007473,9.889313
Motadenser Kopf,2041,47.0326463,9.9172498
Alpilakopf,2255,47.0303768,9.9050554
Kirchl,2050,47.44741,10.39354
Averau,2648,46.5005515,12.0374775
Monte del Vallon Bianco,2688,46.587624,12.054866
Unknown,2387,46.8641442,11.8527725
Knappnock - Dosso dei Canopi,2132,46.8760722,11.8666536
Schönbichl - Bel Colle,2449,46.8463384,12.0312352
Piza dales Diesc,3026,46.6223325,11.9608891
Monte Stiga,2786,46.5940196,11.9903547
Piz Parom,2954,46.58854,11.9833706
Piz Taibun,2927,46.5789516,11.9897512
Seespitzen,2683,46.5956492,11.9765733
Piz de Medesc,2709,46.5946851,11.9609822
Col dal Canun,2397,46.5658971,11.9777302
Cima Formenton,2830,46.565541,12.0709162
Monte Aiarnola,2456,46.5806328,12.4467778
Torre Lusy,2257,46.5097764,12.0522889
Torre Romano,2288,46.5095798,12.0519072
Torre del Barancio,2257,46.509674,12.0521257
Igl Compass,3015,46.5892768,9.8236652
Hohe Wand / Hochwand (Nebengipfel),2715,47.3574034,11.0131046
Burgstall - Monte Castelliere,2168,46.6552159,12.3850244
P.2690,2690,46.9208158,9.9547023
Kor,2437,46.8525037,12.0289901
Gaiskogel,2720,47.1625704,10.9854889
Hochbrunnachkogel,2889,47.1753089,10.9616136
Hohe Warte,2372,47.1742664,10.9403496
Lauser,2616,47.1766169,10.9527429
Niedere Warte,2386,47.1717796,10.9394096
Niederer Plattkogel,2739,47.1728033,10.988371
Plankogel,2347,47.1582952,10.9511476
Hundstalkogel,3080,47.0326976,10.8929663
Eiskögel,3114,46.8311414,10.8674502
Oberer Rofenberg,3010,46.8112864,10.8095785
Jahnturm,2034,47.1766486,9.5733012
Hahnentrittkopf,2636,47.07661,10.213411
Westlicher Augstenbergkopf,2855,47.0770042,10.2356655
Unknown,2474,47.0800789,10.2139852
Ahrner Kopf - Cima del Vento,3051,47.0478535,12.2169702
Ganderbildspitze,2891,46.8460279,10.5732466
Hüttenkogel,2386,47.2611937,11.8057115
Kleineiskogel - Cima della Vedretta Piccola,3105,46.5050578,10.5198239
Sattelspitz,2428,46.7100107,11.046322
Il Corn,2959,46.5599104,9.9922156
Piz Mezzaun,2963,46.5697343,9.9652219
Piz Arpiglia,2765,46.5808654,10.005367
Piz Uter,2907,46.5691008,10.0016141
Piz Üertsch,3267,46.5964079,9.8364089
Krösser,2243,47.2473471,11.8139646
Marchegg - Monte Confinale,2552,46.5634939,10.8899836
Hochnall,2337,46.8211031,12.0464463
Croda Negra,2518,46.5033922,12.0249889
Ra Zestes,2420,46.5573362,12.0905554
Kirchbachspitze - Croda del Clivio,3053,46.6889613,10.9944706
Blaue Schneid - Cresta Azzurra,3026,46.5514832,10.8620832
Linard Pitschen,2974,46.794035,10.0794665
Paulspitz,2645,46.8870333,11.6616248
Wetterspitze - Cima del Tempo,2709,46.9314497,11.3205453
Schafkopf (Bramstaller),2559,46.8738295,12.0188786
Hochgutegg,2332,47.0582669,11.0214476
Horn - Corno,2166,46.9290123,11.2550468
Gargellener Köpfe,2559,46.9572876,9.8786971
Schafjoch,2226,47.2997793,10.7417937
Arzeinkopf,2143,47.2734355,10.7088584
Bieltal-Kopf,2797,46.8790715,10.1275361
Glötterspitze,2847,46.8921644,10.0470283
Klostertaler Spitze,2842,46.8679303,10.0512289
Frauenalplspitz,2369,47.4150815,11.1280779
Frauenalplkopf,2351,47.4166877,11.1277051
Ganden,2634,46.9419219,10.1081696
Runder Kopf,2376,46.909074,10.1207161
Verbellakopf,2581,47.0025949,10.1048737
Westlicher Valschavielerberg,2545,47.0065732,10.1142026
Piz Vadret,3199,46.5088306,9.9509028
Piz Padella,2857,46.5325111,9.8363166
Madleinkopf,2907,47.0171528,10.248789
Lattenkopf,2454,47.0203365,10.2668421
Rauteturm,2824,47.0436609,10.2564417
Gelb Chopf,2130,46.9332263,9.1356156
Naturnser Hochwart - Guardia Alta di Naturno,2608,46.6004396,11.0204576
Blasiuszeiger,2834,46.7103767,11.0119159
Schliererspitze,2687,47.0956318,11.8641269
Zwieselegg,2300,47.0912541,11.8828031
Wildkopf,2719,47.1157057,11.1969374
Col Plö Alt,2315,46.6052719,11.8673662
Dristenkopf,2198,47.3306427,11.9581116
Morgenköpfl,2216,47.1829025,11.4810299
Sichelchamm,2259,47.1337292,9.3620842
Chli Fulfirst,2372,47.1307945,9.3943385
Glannachopf,2232,47.1370848,9.3982561
Rot Stein,2225,47.1398061,9.38487
Moor,2342,47.2315527,9.362158
Girenspitz,2252,47.2313088,9.3660404
Jöchliturm,2336,47.2323305,9.3579443
Metzenjoch,2313,47.3202679,11.7761492
Pangert,2550,47.2025748,11.7750136
Cresta Bianca,2932,46.5809675,12.1860306
Tschingla,2449,46.7870388,9.5996183
Hoher Burgstall,2611,47.1333628,11.2810064
Glücksgrat,2370,47.0483207,11.2634601
Monte Cengia,2559,46.620503,12.339665
Schoaßkogel,2340,47.0701774,10.8628632
Foißkarkopf,3029,47.1652286,12.2187442
Humbachkarkopf,2926,47.1699659,12.2140387
Hütteltalkopf,2962,47.1848186,12.2074371
Hüttenkopf,2614,47.1894235,12.224246
Oberhackenkopf,2406,47.192278,12.2345411
Söllnkarkogel,2879,47.1773631,12.2136784
Hochwinkelkarkopf,2348,47.2066891,12.2251924
Hopffeldköpfe,2551,47.1982718,12.2195165
Krausenkarkopf,2757,47.1474451,12.2495344
Schachenkarkopf,2984,47.1547136,12.2221986
Sonntagskarkopf,2571,47.165893,12.2432536
Vorderkopf,3024,47.1576141,12.2222617
Weiglkarkopf,3009,47.1404255,12.2217759
Unknown,3336,46.9239822,10.928439
Achkogel,2313,47.2122588,12.2099247
Breitlahner Gabel,2601,47.1990472,12.1949305
Elfer,2124,47.2184957,12.2176333
Federspitze,2264,47.2089307,12.2072772
Krautgarten,2024,47.2062475,12.2686615
Schönrainköpfe,2775,47.1882306,12.2016598
Silberofen,2022,47.2008617,12.2732348
Zwölfer,2404,47.2038832,12.2079713
Achselkopf,2666,47.196843,12.1948248
Lenzerhorn,2906,46.7090126,9.5951276
Juifen,2200,47.1705372,11.1679835
Hüttenkopf,2180,47.2921386,12.238068
Trattenbacheck,2063,47.2782096,12.2373818
Geirneggelen,2535,47.2257194,11.0080523
Piz Bial,3061,46.5590077,9.7560609
Hochegge - Piza da Uridl,2102,46.5213374,11.698734
Col da Mesdi,2008,46.5587949,11.670502
Piz Guw,2707,46.6341915,9.2394449
Beverin Pintg,2591,46.6442906,9.3682174
Piz Tarantschun,2769,46.634732,9.34138
Piz Tuf,2834,46.6338828,9.3284843
Runal,2705,46.6386611,9.350798
Ciampantl de Sassplat - Plattkofeltürme - Torri del Sassopiatto,2688,46.5182515,11.7185306
Piza Innerkofler - Innerkoflerturm - Plan de Sass,3081,46.5113315,11.7302229
Piza de Dantersasc - Langkofelkarspitze - Punta Dantersasc,2820,46.5165626,11.7282843
Vergaldner Schneeberg,2583,46.9290349,9.9431721
Ciampanil Comici,2799,46.5276661,11.7308667
Ciampanil Wessely - Wesselyturm - Il Gran Campanile,3093,46.5241787,11.73187
Spitzkopf,2346,47.2870375,10.5781704
Palacia - Palatsch - La Palaccia,2351,46.5009146,11.6838899
Fetschenchöpf,2053,47.034117,9.2576736
First,2056,47.0434401,9.2443245
Gross Sächser,2142,47.0498517,9.2270735
Brämabüel,2492,46.7804483,9.8493205
Schildflue,2887,46.8807597,9.9568627
Fergenhörner,2860,46.878589,9.9681388
Chessler,2836,46.8715482,9.9915705
Canardhorn,2607,46.8456948,9.9851118
Wisshorn,2832,46.834569,9.9914632
Roggenhorn,2891,46.8343341,10.0082217
Versitspitz,2164,46.8878179,9.9037983
Sant Jaggem,2542,46.920893,9.8684194
Musterstein,2478,47.4138023,11.1398204
Spitzenbüel,2194,46.977312,9.8575888
Signalkuppe,2486,47.410641,11.1264927
Bayerländerturm,2507,47.4099632,11.1265424
Großer Hundstallkopf,2559,47.395905,11.0941856
Bauernpredigtstuhl,2110,47.5611766,12.325704
Zopetkopf,3087,47.0606186,12.3620496
Hoher Mann,2593,46.8460071,12.1989503
Kleiner Pfannspitz - Monte Fana Piccola,2434,46.7011537,11.7525889
Kleiner Maurerkeeskopf,3205,47.0948051,12.2892513
Mittlerer Maurerkeeskopf,3283,47.0867451,12.2782259
Tauernkogel,2988,47.157951,12.4834573
Scheibenkofel - Punta del Lago Rodella,2252,46.7140197,11.5909025
Kahlgeifel - Punta Nuda,2734,46.8830716,12.0022346
Blossberg,2619,46.8807989,11.9951935
Rote Nase - Naso Rosso,2624,46.8690479,12.0439374
Sattelleite,2538,46.8644407,12.05939
Hochhorn - Corno Alto,2706,46.870084,12.0683057
Sunnenhöreli,2163,46.9884528,9.1869724
Gulderturm,2519,46.9928824,9.2002688
Vordere Jamspitze,3176,46.8518471,10.1541532
Reisnock - Monte Stipa,2663,46.8786208,11.8089911
Rammelstein - Montone,2483,46.8345556,12.0530824
Piz Giarsinom,2664,46.7497732,10.1498627
Westlicher Gatterlkopf,2489,47.394803,10.9980468
Östlicher Gatterlkopf,2474,47.3941505,11.0054272
Greitspitze,2871,46.9701055,10.3340063
Höllenspitze,2799,46.9567464,10.3087092
Velillspitze,2704,47.0118313,10.3278153
Rumsla-Egg,2470,46.9452053,10.2880857
Piz Rots,3097,46.9251765,10.3160518
Bürkelspitzen,2888,46.9923903,10.3552212
Oberer Mallfragkopf,2776,47.0007651,10.4049474
Köpföe,2015,47.0470098,10.3703718
Rauher Kopf,2478,46.9890994,10.2820552
Berglerhorn,2886,46.9617718,10.2632421
Berglerkopf,2903,46.9630312,10.2618259
Mittagskopf,2729,46.9697989,10.2699217
Pela de Vit,2493,46.5764112,11.763057
Piza Pranseies,2254,46.5378171,11.7510162
Sëurasas,2176,46.5804377,11.7129367
Muntejela,2644,46.5892469,11.7758272
Unknown,2662,46.5937146,11.7941523
Unknown,2613,46.5967199,11.7821505
Kanzeln,2718,46.5992254,11.7834811
Goßkopf,2876,47.1658746,12.2915654
Großer Wartkopf,2640,47.1772951,12.283142
Käferfeldeck,3070,47.1467839,12.3022475
Käferfeldspitze,2970,47.1562181,12.2961488
Predigtstuhl,2283,47.2461012,10.9871874
Tajenegg,2262,47.2447033,11.002162
Kreuzkofel,2143,47.010701,11.9559367
Unknown,2601,46.755456,11.3034993
Piz Sella,2284,46.5320534,11.7504578
Sattelschröfen,2890,47.1424636,11.0955477
